,Unnamed: 0,word,link,sentence,synonyms,synset,fingerspelled,variations
13877,2751,smother,sign/smother/12324/1,,['PUT OUT A FIRE'],,False,1
13878,2752,smother,sign/smother/12322/1,,[],,False,2
13879,2753,smother,sign/smother/12668/1,,[],,False,1
13880,2754,smush,sign/smush/12364/1,,"['CRUSH (as in ""to beat the opposition badly"")', 'SMASH (as in ""smear"")', 'SMEAR', 'SMOOSH']",,False,2
13881,2755,snack,sign/snack/4951/1,I like to eat microwave popcorn for a snack.,[],Synset('nosh.v.01'),True,3
13882,2756,snack+bar,sign/snack+bar/11408/1,,"['BAR (as in ""a block"")', 'BAR (as in ""snack bar"")']",,True,2
13883,2757,snag,sign/snag/2547/1,,[],,True,2
13884,2758,snail,sign/snail/5315/1,I saw a snail on my walk..,[],Synset('snail.v.01'),True,3
13885,2759,snake,sign/snake/4531/1,"Bonnie hates mice, snakes and spiders.","['ANACONDA (as in ""the type of snake"")', 'COBRA (as in ""a snake"")', 'RATTLESNAKE (as in ""the type of snake"")', 'SERPENT (as in ""the type of snake"")', 'VIPER (as in ""the type of snake"")']",Synset('snake.v.03'),False,2
13886,2760,snake,sign/snake/4531/1,I have 7 snakes.,"['ANACONDA (as in ""the type of snake"")', 'COBRA (as in ""a snake"")', 'RATTLESNAKE (as in ""the type of snake"")', 'SERPENT (as in ""the type of snake"")', 'VIPER (as in ""the type of snake"")']",Synset('snake.v.03'),False,2
13887,2761,snake,sign/snake/4531/1,The snake is silver.,"['ANACONDA (as in ""the type of snake"")', 'COBRA (as in ""a snake"")', 'RATTLESNAKE (as in ""the type of snake"")', 'SERPENT (as in ""the type of snake"")', 'VIPER (as in ""the type of snake"")']",Synset('snake.v.03'),False,2
13888,2762,snakelet,sign/snakelet/10360/1,,[],,False,2
13889,2763,snap,sign/snap/2549/1,,"['CINCH', 'INSTANT', 'INSTANTLY']",,False,1
13890,2764,snap,sign/snap/7175/1,,"['BREAK (as in ""separate or cause to separate"")', 'BROKE (as in ""to break something or no longer working"")', 'BROKEN (as in ""something broken or not working"")', 'FRACTURE (as in ""to break"")', 'SHATTERED']",,False,1
13891,2765,snapchat,sign/snapchat/10511/1,,[],,False,1
13892,2766,snaps,sign/snaps/10250/1,,[],,False,2
13893,2767,snapshot,sign/snapshot/7836/1,,[],,False,1
13894,2768,sneak,sign/sneak/4532/1,,"['SHADY', 'SKETCHY', 'SLY', 'SNEAKY', 'UNDERCOVER']",,False,1
13895,2769,sneak,sign/sneak/12548/1,,[],,False,2
13896,2770,sneak+peak,sign/sneak+peak/11343/1,,"['LET ME SEE', ""LET'S SEE"", 'PLAY IT BY EAR (as in ""go with the flow"")']",,False,1
13897,2771,sneakers,sign/sneakers/2550/1,,[],,True,2
13898,2772,sneaky,sign/sneaky/8787/1,,"['SHADY', 'SKETCHY', 'SLY', 'SNEAK', 'UNDERCOVER']",,False,1
13899,2773,sneeze,sign/sneeze/2551/1,,[],,False,1
13900,2774,snicker,sign/snicker/8540/1,,"['CHUCKLE', 'GIGGLE', 'LAUGHTER']",,False,1
13901,2775,sniff,sign/sniff/2552/1,,"['FUME (as in ""smell released from something"")', 'ODOR', 'SCENT']",,False,3
13902,2776,snob,sign/snob/2553/1,,"['ELITE', 'FUSSY', 'HAUGHTY', 'POSH', 'PUTTING ON AIRS', 'SNOOTY', 'SNOTTY', 'SOPHISTICATED', 'STUCK UP']",,False,1
13903,2777,snooker,sign/snooker/5028/1,Do you know how to play snooker?,"['BILLIARDS', 'POOL (as in ""the game of billards"")']",Synset('snooker.v.02'),False,1
13904,2778,snoop,sign/snoop/11266/1,,"['BUTTINSKY', 'EAVESDROP', 'MEDDLESOME', 'NOSY', 'SNOOPY']",,False,3
13905,2779,snoopy,sign/snoopy/11267/1,,"['BUTTINSKY', 'EAVESDROP', 'MEDDLESOME', 'NOSY', 'SNOOP']",,False,3
13906,2780,snooty,sign/snooty/9247/1,,"['ELITE', 'FUSSY', 'HAUGHTY', 'POSH', 'PUTTING ON AIRS', 'SNOB', 'SNOTTY', 'SOPHISTICATED', 'STUCK UP']",,False,1
13907,2781,snooty,sign/snooty/10015/1,,"['CONTEMPT (as in ""contempt towards me"")', 'JUDGMENT (as in ""to lay judgment on me"")', 'JUDGMENTAL (as in ""judgmental towards me"")', 'LOOK DOWN AT (as in ""look down at me"")', 'LOOK DOWN ON (as in ""look down on me"")', 'SCORN (as in ""scorn towards me"")']",,False,1
13908,2782,snooty,sign/snooty/9977/1,,"['CONTEMPT (as in ""contempt towards someone"")', 'JUDGMENT (as in ""judgment towards someone"")', 'JUDGMENTAL (as in ""judgment towards someone"")', 'LOOK DOWN AT (as in ""look down at someone"")', 'LOOK DOWN ON (as in ""look down on someone"")', 'SCORN (as in ""scorn towards someone"")', 'SNOTTY']",,False,1
13909,2783,snore,sign/snore/10214/1,,[],,True,1
13910,2784,snorkel,sign/snorkel/5698/1,,[],,False,2
13911,2785,snort,sign/snort/12417/1,,[],,False,1
13912,2786,snotty,sign/snotty/9582/1,,"['ELITE', 'FUSSY', 'HAUGHTY', 'POSH', 'PUTTING ON AIRS', 'SNOB', 'SNOOTY', 'SOPHISTICATED', 'STUCK UP']",,False,2
13913,2787,snow,sign/snow/2555/1,I love the first snow fall of the winter.,"['PRECIPITATION (as in ""snow"")', 'SNOWY']",Synset('snow.v.01'),False,4
13914,2788,snow+skiing,sign/snow+skiing/14517/1,I love to go snow skiing in the winter.,"['ALPINE SKIING (as in ""the sport"")', 'DOWNHILL SKIING (as in ""snow skiing"")', 'SKI (as in ""snow ski"")', 'SKIING (as in ""snow skiing"")']",,False,3
13915,2789,snowball,sign/snowball/2556/1,,[],,False,2
13916,2790,snowboard,sign/snowboard/8497/1,I love to snowboard in the winter.,[],Synset('snowboard.v.01'),False,1
13917,2791,snowflake,sign/snowflake/7655/1,,[],,False,1
13918,2792,snowing,sign/snowing/9894/1,,[],,False,2
13919,2793,snowman,sign/snowman/5331/1,Do you want to build a snowman?,[],Synset('snowman.n.01'),False,1
13920,2794,snowmobile,sign/snowmobile/9125/1,My husband bought new snowmobiles this year.,[],Synset('snowmobile.v.01'),False,1
13921,2795,snowsuit,sign/snowsuit/5574/1,"Don't forget your snowsuit, we may go sledding.",[],Synset('snowsuit.n.01'),False,1
13922,2796,snowy,sign/snowy/9591/1,Today the weather is snowy.,"['PRECIPITATION (as in ""snow"")', 'SNOW']",Synset('white.s.04'),False,4
13923,2797,snowy,sign/snowy/9591/1,Today the weather is snowy.,"['PRECIPITATION (as in ""snow"")', 'SNOW']",Synset('white.s.04'),False,4
13924,2798,snub,sign/snub/9868/1,,"['BLOW OFF (as in ""to ignore me"")', 'COLD SHOULDER (as in ""to be unfriendly to me"")', 'IGNORE (as in ""to ignore me"")', 'MALTREAT (as in ""to mistreat me"")', 'MALTREATMENT (as in ""to mistreat me"")', 'MISTREAT (as in ""to mistreat me"")', 'NEGLECT (as in ""to neglect me"")']",,False,1
13925,2799,snub,sign/snub/4533/1,,"['BLOW OFF (as in ""to ignore someone or not attend something"")', 'COLD SHOULDER (as in ""to be unfriendly to someone"")', 'IGNORE (as in ""to ignore someone"")', 'MALTREAT (as in ""to mistreat someone or something"")', 'MALTREATMENT (as in ""to mistreat someone or something"")', 'MISTREAT (as in ""to mistreat someone or something"")', 'NEGLECT (as in ""to neglect someone"")']",,False,1
13926,2800,snuggle,sign/snuggle/10323/1,,['CUDDLE'],,False,1
13927,2801,so,sign/so/6087/1,,[],,True,2
13928,2802,so,sign/so/9149/1,,"['SO WHAT (as in ""sarcastic"")']",,False,1
13929,2803,so+far,sign/so+far/6095/1,,"['ALL ALONG (as in ""since"")', 'AWHILE', 'BEEN (as in ""since"")', 'LATELY', 'LONG (as in ""a long time"")', 'LONG TIME', 'SINCE']",,False,1
13930,2804,so+to+speak,sign/so+to+speak/9055/1,"I am a ""house husband.""",['QUOTATION'],,False,1
13931,2805,so+what,sign/so+what/9150/1,,"['SO (as in ""sarcastic"")']",,False,1
13932,2806,so-so,sign/so-so/4534/1,I am so‑so. How are you?,"['FAIR (as in ""ok but not outstanding"")', 'IFFY', 'NOT GOOD', 'NOT VERY GOOD', 'OK (as in ""satisfactory, but not outstanding- just ok"")', 'SKETCHY', 'SORT OF']",Synset('indifferent.s.09'),False,1
13933,2807,soak,sign/soak/4535/1,,"['DEEP-ROOTED', 'ENTRENCH', 'GRASSROOTS', 'INDIGENOUS (as in ""native"")', 'NATIVE (as in ""related to birth or culture"")', 'PERMEATE', 'ROOTS (as in ""family origin"")', 'SATURATE']",,False,1
13934,2808,soak,sign/soak/12110/1,,"['DEW (as in ""droplets of water that form on cool surfaces at night"")', 'WET']",,False,2
13935,2809,soap,sign/soap/750/1,We are out of soap in the bathroom.,['DETERGENT'],Synset('soap.v.01'),False,1
13936,2810,sober,sign/sober/6799/1,,"['STRAIGHT (as in ""to the point"")']",,False,1
13937,2811,soccer,sign/soccer/397/1,"The soccer team lost, but they still had a good attitude.",[],Synset('soccer.n.01'),False,1
13938,2812,soccer,sign/soccer/397/1,I was the fourth person chosen for the soccer team.,[],Synset('soccer.n.01'),False,1
13939,2813,soccer,sign/soccer/397/1,"My sister is such an amazing athlete, she plays soccer and basketball.",[],Synset('soccer.n.01'),False,1
13940,2814,soccer,sign/soccer/397/1,Chad likes to play soccer and tennis.,[],Synset('soccer.n.01'),False,1
13941,2815,soccer,sign/soccer/397/1,Soccer practice is at 4:00 pm.,[],Synset('soccer.n.01'),False,1
13942,2816,soccer,sign/soccer/397/1,"I didn't want to play soccer in the rain, but I bit the bullet and played. Surprisingly, my team won!",[],Synset('soccer.n.01'),False,1
13943,2817,soccer+player,sign/soccer+player/9518/1,Soccer players run many miles during a match.,[],,False,1
13944,2818,social,sign/social/2558/1,,"['SOCIETY', 'SORORITY']",,False,2
13945,2819,social+drinking,sign/social+drinking/12543/1,He is a social drinker.,[],,False,1
13946,2820,social+media,sign/social+media/9065/1,,[],,True,1
13947,2821,social+network,sign/social+network/6044/1,,[],,True,2
13948,2822,social+studies,sign/social+studies/8547/1,,"['SHORTSTOP (as in ""the position in baseball"")']",,False,1
13949,2823,social+work,sign/social+work/2557/1,My sister's favorite class is social work.,[],,False,1
13950,2824,socialize,sign/socialize/4536/1,,"['AMID', 'AMIDST', 'AMONG', 'ASSOCIATE', 'EACH OTHER', 'FELLOWSHIP (as in ""association"")', 'FRATERNIZE', 'HANGOUT', 'INTERACT', 'INTERFACE (as in ""a negotiation"")', 'MIDST', 'MINGLE', 'ONE ANOTHER', 'SOCIAL']",,False,2
13951,2825,society,sign/society/4537/1,,"['ASSOCIATION', 'BRACKET (as in ""group"")', 'BUNCH', 'CATEGORY', 'CLASSIFY', 'CONGREGATION', 'DEPARTMENT', 'DIVISION (as in ""a group or organization"")', 'FOUNDATION (as in ""an organization"")', 'GROUP', 'ORDER (as in ""religious order"")', 'ORGANIZATION', 'POOL (as in ""a group of people"")', 'RELIGIOUS ORDER', 'SECT', 'SERIES', 'SYNOD (as in ""an assembly of the clergy "")', 'TEAM']",,False,2
13952,2826,society+of+friends,sign/society+of+friends/7533/1,,[],,True,2
13953,2827,sock,sign/sock/7885/1,I lost a sock in the laundry.,"['SOCKS (as in ""a pair of socks"")']",Synset('windsock.n.01'),False,1
13954,2828,socks,sign/socks/398/1,"I didn’t like the pink socks I got, so I regifted them to my brother.","['SOCK (as in ""what you wear on your feet"")']",Synset('windsock.n.01'),False,1
13955,2829,socks,sign/socks/398/1,Matt's socks are green.,"['SOCK (as in ""what you wear on your feet"")']",Synset('windsock.n.01'),False,1
13956,2830,socks,sign/socks/398/1,I have eleven socks.,"['SOCK (as in ""what you wear on your feet"")']",Synset('windsock.n.01'),False,1
13957,2831,soda,sign/soda/4999/1,I like orange soda.,"['POP (as in ""soda"")', 'SODA POP', 'SOFT DRINK']",Synset('sodium_carbonate.n.01'),False,1
13958,2832,soda+pop,sign/soda+pop/13082/1,Soda pop costs $2.98.,"['POP (as in ""soda"")', 'SODA', 'SOFT DRINK']",,False,1
13959,2833,sofa,sign/sofa/9118/1,,"['BENCH', 'COUCH', 'DAVENPORT', 'PANEL (as in ""a group of people"")']",,False,3
13960,2834,sofia,sign/sofia/10702/1,Sofia is my best friend.,[],Synset('sofia.n.01'),True,1
13961,2835,soft,sign/soft/5348/1,,"['GENTLE', 'PLUSH (as in ""soft"")', 'TENDER (as in ""the texture- soft"")']",,False,1
13962,2836,soft+ball,sign/soft+ball/12007/1,,['DEFLATED BALL'],,False,1
13963,2837,soft+drink,sign/soft+drink/7717/1,What kind of soft drink would you like ‑ Coke or Pepsi?,"['POP (as in ""soda"")', 'SODA', 'SODA POP']",,False,1
13964,2838,soft+drink,sign/soft+drink/7717/1,My daughter Rebecca doesn't like pop.,"['POP (as in ""soda"")', 'SODA', 'SODA POP']",,False,1
13965,2839,soft+drink,sign/soft+drink/7717/1,Phil drank 3 soda pops.,"['POP (as in ""soda"")', 'SODA', 'SODA POP']",,False,1
13966,2840,soft+drink,sign/soft+drink/7717/1,Which do you like soft drinks or water?,"['POP (as in ""soda"")', 'SODA', 'SODA POP']",,False,1
13967,2841,soft+hearted,sign/soft+hearted/4539/1,,"['BIG HEARTED', 'PUSH OVER', 'TENDER (as in ""tender hearted"")']",,False,1
13968,2842,softball,sign/softball/5697/1,,"['BALL (as in ""a spherical object you play with"")', 'BALLS (as in ""spherical objects you play with"")', 'BASEBALL (as in ""the type of ball"")', 'ORNAMENT', 'ROUND', 'SOFTBALL (as in ""the game of softball"")', 'SPHERE']",,False,1
13969,2843,softball,sign/softball/5016/1,,"['BALL (as in ""a spherical object you play with"")', 'BALLS (as in ""spherical objects you play with"")', 'BASEBALL (as in ""the type of ball"")', 'ORNAMENT', 'ROUND', 'SOFTBALL (as in ""the actual ball"")', 'SPHERE']",,False,2
13970,2844,softball+pitcher,sign/softball+pitcher/12472/1,,"['PITCHER (as in ""the position on a softball team"")']",,False,1
13971,2845,soften,sign/soften/10174/1,,[],,False,1
13972,2846,software+engineer,sign/software+engineer/13913/1,My daughter is a software engineer in California.,[],,True,1
13973,2847,soil,sign/soil/5398/1,,"['ASHORE (as in ""land"")', 'FIELD (as in ""land or area"")', 'GARDEN', 'GROUND', 'LAND (as in ""property"")', 'MEADOW', 'PROPERTY', 'TERRITORY (as in ""an area of land"")']",,False,3
13974,2848,soiled,sign/soiled/6415/1,,"['DIRT', 'DIRTY', 'DUST (as in ""fine particles"")', 'FILTHY', 'FOUL (as in ""dirty"")', 'GERMS (as in ""a disease causing microorganism"")', 'MUCK', 'MUD', 'MUDDY', 'NASTY (as in ""dirty"")', 'POLLUTION', 'SEDIMENT']",,False,1
13975,2849,solar+system,sign/solar+system/6059/1,,[],,True,2
13976,2850,sold,sign/sold/8402/1,The famous painting sold for a million dollars at the auction.,[],Synset('sell.v.01'),False,1
13977,2851,sold+out,sign/sold+out/399/1,,[],,False,3
13978,2852,soldier,sign/soldier/2562/1,"The soldiers went to Washington, D.C. today for a special memorial ceremony.",[],Synset('soldier.v.01'),False,2
13979,2853,sole,sign/sole/6457/1,,"['ALONE', 'ISOLATE', 'ISOLATED', 'JUST (as in ""only"")', 'LONE', 'ONLY', 'ONLY ONE', 'SOLELY', 'SOLO']",,False,3
13980,2854,sole,sign/sole/12392/1,,"['BOTTOM OF FOOT', 'PAD (as in ""the bottom of an animal\'s foot"")']",,False,1
13981,2855,solely,sign/solely/4540/1,,"['ALONE', 'ISOLATE', 'ISOLATED', 'JUST (as in ""only"")', 'LONE', 'ONLY', 'ONLY ONE', 'SOLE (as in ""only"")', 'SOLO']",,False,3
13982,2856,solemn,sign/solemn/6512/1,,"['DOCILE', 'QUIET (as in ""silence or calm"")', 'SERENE', 'SILENCE', 'SILENT', 'STILL (as in ""calm, tranquil, or silent"")', 'TRANQUIL']",,False,3
13983,2857,solicit,sign/solicit/4541/1,,"['CORNER (as in ""to corner me"")', 'INTERCEPT (as in ""to intercept me"")', 'NAB (as in ""to nab me"")']",,False,1
13984,2858,solicit,sign/solicit/12270/1,,"['CORNER (as in ""to corner someone"")', 'INTERCEPT (as in ""to intercept someone"")', 'NAB (as in ""to nab someone"")']",,False,1
13985,2859,solid,sign/solid/5593/1,,"['FIT (as in ""healthy"")', 'HARD (as in ""solid"")', 'HARD AS A ROCK']",,False,3
13986,2860,solidify,sign/solidify/4542/1,,"['FREEZE', 'FREEZE (as in ""to stall"")', 'FROST (as in ""frozen"")', 'FROZE', 'FROZEN', 'ICE', 'ICY', 'NUMB (as in ""frozen"")', 'PARALYSIS', 'RIGID']",,False,1
13987,2861,solitary,sign/solitary/4543/1,,"['DESOLATE', 'FORLORN', 'LONELY', 'LONESOME']",,False,1
13988,2862,solo,sign/solo/12602/1,Regina Hughes was the first deaf artist to have a solo show at the Smithsonian.,"['ALONE', 'ISOLATE', 'ISOLATED', 'JUST (as in ""only"")', 'LONE', 'ONLY', 'ONLY ONE', 'SOLE (as in ""only"")', 'SOLELY']",Synset('solo.v.02'),False,3
13989,2863,solution,sign/solution/7735/1,,"['DISSOLVE', 'OBSOLETE (as in ""no longer useful"")', 'RESOLVE', 'SOLVE']",,False,1
13990,2864,solve,sign/solve/7733/1,,"['DISSOLVE', 'OBSOLETE (as in ""no longer useful"")', 'RESOLVE', 'SOLUTION']",,False,1
13991,2865,some,sign/some/691/1,Some people love the taste of cilantro and some people dislike it.,"['PART', 'PARTIAL (as in ""something incomplete, existing only in part"")', 'PHASE', 'PIECE', 'PORTION', 'SECTION', 'SEGMENT']",Synset('approximately.r.01'),False,1
13992,2866,somebody,sign/somebody/2564/1,Somebody needs to be responsible for this mess.,"['SINGLE (as in ""only one"")', 'SOMEONE', 'SOMETHING']",Synset('person.n.01'),False,1
13993,2867,someday,sign/someday/5354/1,I someday hope to travel the world.,"['FUTURE (as in ""near future"")', 'LATER', 'SHALL', 'SOMETIME (as in ""an unspecified time"")', 'THIS (as in ""in the near future"")', 'WILL (as in ""expression of future tense"")', 'WOULD']",Synset('someday.r.01'),False,3
13994,2868,someone,sign/someone/4544/1,,"['SINGLE (as in ""only one"")', 'SOMEBODY', 'SOMETHING']",,False,1
13995,2869,somersault,sign/somersault/13397/1,,[],,False,1
13996,2870,something,sign/something/692/1,I'm hungry I want something to eat now!,[],,False,2
13997,2871,sometime,sign/sometime/12123/1,,"['FUTURE (as in ""near future"")', 'LATER', 'SHALL', 'SOMEDAY', 'THIS (as in ""in the near future"")', 'WILL (as in ""expression of future tense"")', 'WOULD']",,False,2
13998,2872,sometimes,sign/sometimes/400/1,"Sometimes people think the deaf use braille, but that is not true, only blind people use braille.",[],Synset('sometimes.r.01'),False,3
13999,2873,somewhere,sign/somewhere/2566/1,,[],,False,1
14000,2874,son,sign/son/5108/1,My son is going to law school at the University of Michigan.,[],Synset('son.n.02'),False,1
14001,2875,son,sign/son/5108/1,"My son is not happy, I bought the wrong cereal.",[],Synset('son.n.02'),False,1
14002,2876,son,sign/son/5108/1,My son plans to join the armed forces after high school.,[],Synset('son.n.02'),False,1
14003,2877,son,sign/son/5108/1,My son volunteers every week at the animal shelter.,[],Synset('son.n.02'),False,1
14004,2878,son,sign/son/5108/1,My son will go camping with the Boy Scouts next month.,[],Synset('son.n.01'),False,1
14005,2879,son,sign/son/5108/1,Both my son and daughter have red hair.,[],Synset('son.n.02'),False,1
14006,2880,son,sign/son/5108/1,How old is your son?,[],Synset('son.n.02'),False,1
14007,2881,son,sign/son/5108/1,My son is 11 years old.,[],Synset('son.n.02'),False,1
14008,2882,son,sign/son/5108/1,My son Chris doesn't like candy.,[],Synset('son.n.02'),False,1
14009,2883,son,sign/son/5108/1,My son's favorite holiday is Halloween.,[],Synset('son.n.02'),False,1
14010,2884,son,sign/son/5108/1,My son's favorite class is music.,[],Synset('son.n.02'),False,1
14011,2885,son+and+daughter,sign/son+and+daughter/9068/1,My son and daughter are both deaf.,[],,False,1
14012,2886,son-in-law,sign/son-in-law/2567/1,,[],,False,1
14013,2887,song,sign/song/4545/1,What is your favorite song?,"['ANTHEM', 'BAND (as in ""a musical group"")', 'CAROL (as in ""a song"")', 'CHANT', 'CHOIR', 'CHORUS (as in ""part of a song"")', 'CONCERT', 'HYMN', 'INSTRUMENT (as in ""musical instrument"")', 'LULLABY', 'MELODY', 'MUSIC', 'MUSICAL', 'SING', 'SINGER']",Synset('sung.n.01'),False,1
14014,2888,song+book,sign/song+book/11602/1,,"['HYMNAL', 'HYMNBOOK (as in ""song book"")', 'MUSIC BOOK']",,False,1
14015,2889,soon,sign/soon/401/1,I need to buy a new car soon.,"['IN THE NEAR FUTURE', 'SHORTLY']",Synset('soon.r.01'),False,3
14016,2890,soon,sign/soon/401/1,It will soon be time to decorate for Christmas.,"['IN THE NEAR FUTURE', 'SHORTLY']",Synset('soon.r.01'),False,3
14017,2891,soon,sign/soon/401/1,I move to a new apartment soon.,"['IN THE NEAR FUTURE', 'SHORTLY']",Synset('soon.r.01'),False,3
14018,2892,soothe,sign/soothe/6246/1,,"['COMFORT', 'COMFORTABLE', 'COZY']",,False,1
14019,2893,sophisticated,sign/sophisticated/2568/1,,"['ELITE', 'FUSSY', 'HAUGHTY', 'POSH', 'PUTTING ON AIRS', 'SNOB', 'SNOOTY', 'SNOTTY', 'STUCK UP']",,False,1
14020,2894,sophomore,sign/sophomore/2569/1,,"['SOPHOMORE (as in ""sophomore in high school"")']",,False,3
14021,2895,sophomore,sign/sophomore/9657/1,,"['SOPHOMORE (as in ""sophomore in college"")']",,False,2
14022,2896,sorcerer,sign/sorcerer/7917/1,,[],,True,2
14023,2897,sordid,sign/sordid/4546/1,,"['AWFUL', 'DISASTROUS', 'DOOM', 'DREADFUL', 'HORRIBLE', 'TERRIBLE']",,False,2
14024,2898,sore,sign/sore/2672/1,,"['ACHE', 'AGONY', 'BANG UP (as in ""to get hurt"")', 'HARM', 'HURT', 'INJURE', 'INJURY', 'PAIN']",,False,3
14025,2899,sore+throat,sign/sore+throat/9291/1,,[],,False,2
14026,2900,soreness,sign/soreness/5240/1,,"['ACHE', 'PAIN', 'SORE', 'TENDER (as in ""sore"")']",,False,1
14027,2901,sorority,sign/sorority/4547/1,,[],,False,2
14028,2902,sorrow,sign/sorrow/6513/1,,"['APOLOGIZE', 'APOLOGY', 'ATONE (as in ""make amends"")', 'ATONEMENT', 'CONTRITION', 'PENITENCE (as in ""to show regret or be sorry"")', 'PENITENT', 'REMORSE', 'REPENT', 'REPENTANCE', 'SORRY']",,False,1
14029,2903,sorrowful,sign/sorrowful/4548/1,,"['BLUE (as in ""feeling sad"")', 'DEJECTED', 'DESPONDENT', 'DOWNCAST', 'FORLORN', 'GLOOMY (as in ""sad"")', 'LONG FACE', 'MOPE', 'MOURN', 'PATHETIC (as in ""sad"")', 'SAD', 'UNFORTUNATE', 'UNHAPPY']",,False,1
14030,2904,sorry,sign/sorry/403/1,I'm sorry I didn't catch what you said. Can you please repeat yourself?,"['APOLOGIZE', 'APOLOGY', 'ATONE (as in ""make amends"")', 'ATONEMENT', 'CONTRITION', 'PENITENCE (as in ""to show regret or be sorry"")', 'PENITENT', 'REPENT', 'REPENTANCE']",Synset('regretful.a.01'),False,3
14031,2905,sorry,sign/sorry/403/1,I'm sorry.,"['APOLOGIZE', 'APOLOGY', 'ATONE (as in ""make amends"")', 'ATONEMENT', 'CONTRITION', 'PENITENCE (as in ""to show regret or be sorry"")', 'PENITENT', 'REPENT', 'REPENTANCE']",Synset('regretful.a.01'),False,3
14032,2906,sorry,sign/sorry/403/1,I'm sorry.,"['APOLOGIZE', 'APOLOGY', 'ATONE (as in ""make amends"")', 'ATONEMENT', 'CONTRITION', 'PENITENCE (as in ""to show regret or be sorry"")', 'PENITENT', 'REPENT', 'REPENTANCE']",Synset('regretful.a.01'),False,3
14033,2907,sort,sign/sort/5059/1,,"['KIND (as in ""type or WHAT KIND"")', 'TYPE (as in ""variety, kind"")']",,False,1
14034,2908,sort+of,sign/sort+of/4549/1,,"['FAIR (as in ""ok but not outstanding"")', 'IFFY', 'NOT GOOD', 'NOT VERY GOOD', 'OK (as in ""satisfactory, but not outstanding- just ok"")', 'SKETCHY', 'SO-SO']",,False,1
14035,2909,soul,sign/soul/6108/1,My thirteen year old daughter is an old soul.,"['SPIRIT (as in ""an emotion or mood"")', 'SPIRITUAL (as in ""the human spirt or soul"")']",Synset('soul.n.05'),False,3
14036,2910,sound,sign/sound/2570/1,,"['HEAR (as in ""the ability to hear"")', 'HEAR (as in ""the act of hearing"")', 'HEARING (as in ""the act of hearing"")', 'LISTEN (as in ""to listen with your ears, to pay attention auditorily"")']",,False,2
14037,2911,sounds+like,sign/sounds+like/9589/1,,['SOUNDS THE SAME'],,False,1
14038,2912,sounds+the+same,sign/sounds+the+same/9590/1,,['SOUNDS LIKE'],,False,1
14039,2913,soup,sign/soup/2571/1,My mother’s baked potato soup is the BEST!,[],Synset('soup.v.01'),False,1
14040,2914,soup,sign/soup/2571/1,I want soup and salad for lunch.,[],Synset('soup.v.01'),False,1
14041,2915,soup,sign/soup/2571/1,"I'm not hungry, I'll just order soup.",[],Synset('soup.v.01'),False,1
14042,2916,soup,sign/soup/2571/1,My good friend Zack likes soup.,[],Synset('soup.v.01'),False,1
14043,2917,soup,sign/soup/2571/1,Which do you like soup or sandwiches?,[],Synset('soup.v.01'),False,1
14044,2918,soup,sign/soup/2571/1,Soup costs $3.50.,[],Synset('soup.v.01'),False,1
14045,2919,sour,sign/sour/4550/1,I couldn't drink the milk because it was sour.,[],Synset('sour.v.01'),False,3
14046,2920,source,sign/source/7720/1,,"['BEGIN (as in ""to start"")', 'BEGINNING (as in ""starting"")', 'BEGINS (as in ""action"")', 'COMMENCE', 'EMERGING', 'IGNITE (as in ""start"")', 'INDUCE', 'INITIATE', 'INSTITUTED (as in ""to begin or introduce "")', 'LAUNCH (as in ""to launch a boat"")', 'ONSET', 'ORIGIN', 'ORIGINAL', 'ORIGINATE (as in ""start"")', 'ORIGINATION', 'START']",,False,2
14047,2921,south,sign/south/2573/1,Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,[],Synset('south.r.01'),False,2
14048,2922,south,sign/south/2573/1,Men in the south tend to be very courteous.,[],Synset('south.r.01'),False,2
14049,2923,south,sign/south/2573/1,Alabama is in the south.,[],Synset('south.n.01'),False,2
14050,2924,south,sign/south/2573/1,Georgia is in the south.,[],Synset('south.r.01'),False,2
14051,2925,south+america,sign/south+america/2574/1,,[],,False,1
14052,2926,south+carolina,sign/south+carolina/5772/1,South Carolina or South Dakota?,['SC'],,False,1
14053,2927,south+carolina,sign/south+carolina/5772/1,My brother lives in South Carolina.,['SC'],,False,1
14054,2928,south+dakota,sign/south+dakota/5773/1,South Carolina or South Dakota?,['SD'],,False,1
14055,2929,south+dakota,sign/south+dakota/5773/1,My sister was born in South Dakota.,['SD'],,False,1
14056,2930,south+georgia,sign/south+georgia/11864/1,,[],,False,1
14057,2931,south+georgia+and+the+south+sandwich+islands,sign/south+georgia+and+the+south+sandwich+islands/11839/1,,[],,False,1
14058,2932,south+korea,sign/south+korea/8329/1,,[],,False,2
14059,2933,south+pole,sign/south+pole/14640/1,The South Pole is colder than the North Pole.,[],,False,1
14060,2934,south+sandwich+islands,sign/south+sandwich+islands/11865/1,,[],,False,1
14061,2935,south+vietnam,sign/south+vietnam/11307/1,,[],,False,1
14062,2936,southeast,sign/southeast/9741/1,,[],,False,1
14063,2937,southpaw,sign/southpaw/9863/1,,"['LEFT HAND', 'LEFT-HANDED', 'LEFTY']",,False,1
14064,2938,southwest,sign/southwest/9740/1,,[],,False,1
14065,2939,soviet,sign/soviet/4551/1,,"['RUSSIA (as in ""the country"")']",,False,1
14066,2940,sow,sign/sow/5045/1,,"['PLANT (as in ""to plant something in the ground"")']",,False,1
